,context,answer,label
1152,"['из_ADP', 'тольятти_NUM', 'а_CCONJ', 'ты_PRON', 'курсколо_ADP', '**вы:_NOUN', 'ого_PROPN ', 'далековато_ADV', '=_SYM', 'хотя_SCONJ', 'я_PRON', 'и_PART', 'не_PART', 'сильный_ADJ', 'в_ADP', 'география_NOUN']","['помнить_PART', 'такой_DET', 'подводный_ADJ', 'лодка_NOUN', 'еще_ADV', 'быть_AUX', 'который_PRON', 'утопать_VERB']",people
1153,"['тот_DET', 'можно_ADV', 'обращаться_VERB', 'гут_VERB', 'что_PRON', 'почем_ADV', 'плюс_SYM', 'от_ADP', 'xx_NUM', 'xx_NUM', 'норма_PROPN ']","['рад_NOUN', 'что_SCONJ', 'вы_PRON', 'нравиться_VERB']",ai
1154,"['да_CCONJ', 'иметь_VERB', 'прекрасный_ADJ', 'женщина_NOUN', 'я_PRON', 'жить_VERB', 'в_ADP', 'свой_DET', 'доме_VERB', '**ва_NOUN', 'у_ADP', 'я_PRON', 'большой_ADJ', 'дом_NOUN', 'где_ADV', 'мы_PRON', 'с_ADP', 'жена_NOUN', 'слушать_VERB', 'рок_NOUN']","['везти_VERB', 'с_ADP', 'жена_NOUN', 'или_CCONJ', 'вы_PRON', 'она_PRON', 'в_ADP', 'процесс_NOUN', 'брак_NOUN', 'приучить_VERB', 'к_ADP', 'рок_NOUN']",people
1155,"['я_PRON', 'уже_ADV', 'писать_VERB', 'что_SCONJ', 'любить_VERB', 'петь_VERB', 'караоке_NOUN', 'понятнотец_NOUN', '**вы:_NOUN', 'пора_PROPN ', 'мой_DET', 'девочка_NOUN', 'готовить_VERB', 'обед_NOUN', 'пока_ADV']","['кормить_VERB', 'ребенок_NOUN', 'этот_DET', 'целый_ADJ', 'испытание_NOUN', 'а_CCONJ', 'что_PRON', 'хотеть_VERB', 'приготовить_VERB']",people
1156,"['а_CCONJ', 'я_PRON', 'уметь_VERB', 'летать_VERB', 'на_ADP', 'дельтоплан_NOUN', 'хорошотец_NOUN', 'а_CCONJ', 'где_ADV', 'у_ADP', 'ты_PRON', 'тату_NOUN', '**ва_NOUN', 'на_ADP', 'спина_NOUN']","['а_CCONJ', 'еще_ADV', 'хотеть_VERB', 'делать_VERB', 'тату_NOUN']",people
1157,"['а_CCONJ', 'у_ADP', 'ты_PRON', 'быть_VERB', 'животное_NOUN', '**собеседник:_NOUN', 'нет_PART', 'у_ADP', 'я_PRON', 'быть_VERB', 'только_PART', 'жена_NOUN', 'ты_PRON', 'любить_VERB', 'животное_NOUN', 'а_CCONJ', 'сколько_ADV', 'год_NOUN', 'твой_DET', 'ребенок_NOUN', 'ты_PRON', 'куда_ADV', 'пропадать_VERB', 'кстати_ADV', 'как_SCONJ', 'ты_PRON', 'звать_VERB', 'незнакомка_NOUN', '**вы:_NOUN', 'нет_PART', 'я_PRON', 'не_PART', 'замужем_VERB', 'я_PRON', 'доброе_ADJ', 'отзывчивый_VERB', 'и_PART', 'очень_ADV', 'вернаядевушка_NOUN', 'мечтать_VERB', 'становиться_VERB', 'актриса_NOUN', 'у_ADP', 'я_PRON', 'быть_VERB', 'собачкапо_NOUN', 'имя_NOUN', 'филить_NOUN', 'порода_NOUN', 'такса_NOUN', 'мечтать_VERB', 'заводить_VERB', 'себя_PRON', 'кошкусфинкс_NOUN', 'марина_PROPN ', 'а_CCONJ', 'ты_PRON']","['я_PRON', 'филлип_PROPN ', 'ты_PRON', 'мололдец_NOUN', 'правильный_ADJ', 'в_ADP', 'ты_PRON', 'отношение_NOUN', 'к_ADP', 'жизнь_NOUN', 'все_PART', 'у_ADP', 'ты_PRON', 'получаться_VERB']",people
1158,"['ты_PRON', 'иностранка_NOUN', 'откуда_ADV', 'ты_PRON', '**собеседник:_NOUN', 'да_PART', 'я_PRON', 'из_ADP', 'амстердам_ADJ', 'изучать_VERB', 'русский_ADJ', 'язык_NOUN', 'и_CCONJ', 'учиться_VERB', 'играть_VERB', 'в_ADP', 'шахматы_NOUN', 'прикольно_ADV']","['вы_PRON', 'уметь_VERB', 'играть_VERB', 'в_ADP', 'шахматы_NOUN']",people
1159,"['что_PRON', 'вы_PRON', 'заниматься_VERB', 'очень_ADV', 'интересный_ADJ', 'я_PRON', 'тоже_PART', 'заниматься_VERB', 'марка_NOUN', 'в_ADP', 'молодость_NOUN', 'а_CCONJ', 'вот_PART', 'сейчас_ADV', 'эхх_NOUN', 'по_ADP', 'вечер_NOUN', 'я_PRON', 'ходить_VERB', 'на_ADP', 'прогулкисо_NOUN', 'свой_DET', 'жена_NOUN', 'к_ADP', 'море_NOUN', 'это_PRON', 'очень_ADV', 'расслаблять_VERB', 'люблюморский_ADJ', 'воздух_NOUN', 'а_CCONJ', 'вы_PRON', 'молодой_ADJ', 'человек_NOUN', 'чем_PRON', 'заниматься_VERB', 'я_PRON', 'любить_VERB', 'рыбалка_NOUN']","['рыбалка_PROPN ', 'это_PRON', 'здоровый_ADJ']",ai
1160,"['**вы:**_NOUN', 'ну_PART', 'у_ADP', 'ты_PRON', 'хоть_ADV', 'любимый_ADJ', 'быть_VERB', 'а_CCONJ', 'я_PRON', 'вот_PART', 'быть_AUX', 'женатый_ADJ', 'сорокать_NOUN', 'у_ADP', 'я_PRON', 'даже_PART', 'быть_VERB', 'трое_NUM', 'ребенок_NOUN', 'а_CCONJ', 'у_ADP', 'вы_PRON', 'быть_VERB', 'ребенок_NOUN', 'пока_SCONJ', 'нет_PART', 'но_CCONJ', 'планировать_VERB', 'как_SCONJ', 'только_PART', 'так_ADV', 'сразу_ADV', '**вы:_NOUN', 'это_PRON', 'хороший_ADJ']","['каждый_ADJ', 'свой_PRON', 'пока_SCONJ', 'с_ADP', 'ребенок_NOUN', 'не_PART', 'спешить_VERB', 'нет_VERB', 'должный_ADJ', 'интерес_NOUN']",people
1161,"['да_PART', 'единственный_ADJ', 'мой_DET', 'друг_NOUN', 'у_ADP', 'я_PRON', 'быть_VERB', 'лабрадор_NOUN', 'и_CCONJ', 'если_SCONJ', 'нет_VERB', 'аллергия_NOUN', 'то_SCONJ', 'велк_NOUN', '**вы:_NOUN', 'спасибо_PROPN ', 'за_ADP', 'приглашение_NOUN', 'рад_PROPN ', 'знакомство_NOUN']","['я_PRON', 'тоже_PART', 'любить_VERB', 'собака_NOUN']",ai
1162,"['как_SCONJ', 'тебе_VERB', '**собеседник:_NOUN', 'крутой_ADJ', 'а_CCONJ', 'звать_VERB', 'ты_PRON', 'хоть_ADV', 'как_ADV', 'игорь_PROPN ', 'а_CCONJ', 'у_ADP', 'ты_PRON', 'быть_VERB', 'животное_NOUN']","['у_ADP', 'я_PRON', 'большой_ADJ', 'и_PART', 'очень_ADV', 'добрый_ADJ', 'собака_NOUN', 'а_CCONJ', 'у_ADP', 'ты_PRON']",people
1163,"['какой_DET', 'прожорливый_ADJ', 'вы_PRON', 'сколько_ADV', 'год_NOUN', 'катя_PROPN ', 'огород_PROPN ', 'нет_VERB', 'не_PART', 'хотеть_VERB', 'портить_VERB', 'свой_DET', 'нежный_ADJ', 'рука_NOUN', 'онимне_PRON', 'для_ADP', 'другой_ADJ', 'дело_NOUN', 'нужный_ADJ', 'xx_NUM', 'а_CCONJ', 'вы_PRON', '**вы:_NOUN', 'да_PART', 'я_PRON', 'на_ADP', 'пенсия_NOUN', 'пло,ой_ADJ', 'xx_NUM', 'вы_PRON', 'прямой_NOUN', 'как_SCONJ', 'мой_DET', 'внук_NOUN', 'любить_VERB', 'они_PRON', 'очень_ADV']","['что_PRON', 'на_ADP', 'огород_NOUN', 'выращивание_NOUN']",people
1164,"['это_PRON', 'да_PART', 'у_ADP', 'ты_PRON', 'быть_VERB', 'какой-то_ADJ', 'животное_NOUN', '**собеседник:_NOUN', 'да_PART', 'но_CCONJ', 'очень_ADV', 'нестандартный_ADJ', '**ва_NOUN', 'змея_NOUN']","['ручной_ADJ', 'ворона_NOUN', ',очедывать_ADV', 'умный_ADJ']",people
1165,"['ух_INTJ', 'ты_PRON', 'и_CCONJ', 'привозить_VERB', 'змею_NOUN', 'а_CCONJ', 'я_PRON', 'далеко_ADV', 'чем_SCONJ', 'на_ADP', 'дача_NOUN', 'не_PART', 'ездить_VERB', 'у_ADP', 'я_PRON', 'дача_NOUN', 'в_ADP', 'лес_NOUN', 'не_PART', 'большой_ADJ', 'домик_NOUN']","['ого_ADJ', 'звучать_VERB', 'уютно_ADJ']",ai
1166,"['я_PRON', 'в_ADP', 'город_NOUN', 'иногда_ADV', 'ездить_NOUN', 'к_ADP', 'родственник_NOUN', 'в_ADP', 'село_NOUN', 'наогороде_ADV', 'помогать_VERB', 'у_ADP', 'они_PRON', 'томат_NOUN', 'расти_VERB', 'я_PRON', 'они_PRON', 'обожать_VERB', 'ну_PART', 'и_PART', 'в_ADP', 'гость_NOUN', 'к_ADP', 'нимя_NOUN', 'ааа_NOUN', 'я_PRON', 'в_ADP', 'город_NOUN', 'привычно_ADJ', 'когда_SCONJ', 'среди_ADP', 'человек_NOUN']","['там_ADV', 'конечно_ADV', 'шумно_ADJ', 'не_PART', 'то_PRON', 'что_SCONJ', 'в_ADP', 'село_NOUN']",ai
1167,"['я_PRON', 'жить_VERB', 'в_ADP', 'оренбург_PROPN ', 'но_CCONJ', 'мой_DET', 'мечта_NOUN', 'переехать_VERB', 'в_ADP', 'казань_PROPN ', 'а_CCONJ', 'какой_DET', 'у_ADP', 'ты_PRON', 'возраст_NOUN', 'раз_NOUN', 'ты_PRON', 'так_ADV', 'говорить_VERB', '**вы:_NOUN', 'я_PRON', 'не_PART', 'нравиться_VERB', 'мой_DET', 'работа_NOUN', 'она_PRON', 'скучный_ADJ', 'я_PRON', 'сорокать_VERB']","['ого_ADJ', 'так_ADV', 'а_CCONJ', 'что_PRON', 'же_PART', 'с_ADP', 'работа_NOUN']",people
1168,"['**вы:**_NOUN', 'нет_VERB', 'а_CCONJ', 'у_ADP', 'ты_PRON', 'помогать_VERB', 'соседямтраница_VERB', 'интересный_ADJ', 'извинять_VERB', 'я_PRON', 'пора_NOUN', 'идти_VERB']","['нет_VERB', 'проблема_NOUN', 'пока_SCONJ', 'если_SCONJ', 'захотеть_VERB', 'продолжать_VERB', 'обращаться_VERB']",ai
1169,"['нет_PART', 'толстой_PROPN ', 'я_PRON', 'не_PART', 'любить_VERB', 'уж_PART', 'хорошо_ADJ', 'по_ADP', 'профессия_NOUN', 'техническуюлитература_NOUN', 'прочитывать_VERB', 'как_SCONJ', 'раз_NOUN', 'мозг_NOUN', 'в_ADP', 'порядок_NOUN', 'приводить_VERB', 'вы_PRON', 'кто_PRON', 'по_ADP', 'профессия_NOUN', 'я_PRON', 'столяр_NOUN', 'ой_INTJ', 'я_PRON', 'уж_PART', 'забывать_VERB', 'название_NOUN', 'так_ADV', 'часто_ADV', 'ходить_VERB', 'я_PRON', 'уже_ADV', 'на_ADP', 'пенсия_NOUN', 'но_CCONJ', 'раньше_ADV', 'быть_AUX', 'инжереный_NOUN', 'все_PRON', 'мечтать_VERB', 'в_ADP', 'питер_PROPN ', 'поехать_VERB', 'лето_NOUN', 'никак_ADV', 'накапливать_VERB', 'немога_NOUN']","['а_CCONJ', 'теперь_ADV', 'вот_PART', 'мечтать_VERB', 'становиться_VERB', 'программист_NOUN', 'вот_PART', 'сидеть_VERB', 'и_CCONJ', 'думать_VERB', 'что_SCONJ']",ai
1170,"['ага_PART', 'я_PRON', 'вот_PART', 'тоже_PART', 'но_CCONJ', 'очень_ADV', 'много_ADV', 'время_NOUN', 'уходить_VERB', 'чтобысделать_VERB', 'и_CCONJ', 'для_ADP', 'себя_PRON', 'и_CCONJ', 'для_ADP', 'муж_NOUN', 'и_CCONJ', 'еще_ADV', 'для_ADP', 'двое_NUM', 'ребенок_NOUN', 'но_CCONJ', 'зато_PART', 'большой_ADJ', 'семья_NOUN', 'это_PRON', 'веселый_ADJ', '**вы:_NOUN', 'ого_PROPN ', 'классный_ADJ', 'приходиться_VERB', 'наверное_ADV', 'форма_NOUN', 'поддерживатьпостоянно_ADV']",['конечно_ADV'],people
1171,"['нетинский_PRON', 'а_CCONJ', 'у_ADP', 'я_PRON', 'тробыть_VERB', 'семьянин_PROPN ']","['а_CCONJ', 'у_ADP', 'ты_PRON', 'сколько_ADV', 'ребенок_NOUN']",ai
1172,"['теперь_ADV', 'ты_PRON', 'рассказывать_VERB', 'о_ADP', 'себе_NOUN', 'а_CCONJ', 'так_ADV', 'я_PRON', 'работать_VERB', 'секретарь_NOUN', 'в_ADP', 'очень_ADV', 'хороший_ADJ', 'фирме_NOUN', 'о_INTJ', 'скрипка_NOUN', 'это_PRON', 'безумно_ADV', 'красивый_ADJ', 'и_CCONJ', 'сложный_ADJ']","['да_PART', 'скрипка_NOUN', 'это_PRON', 'мой_DET', 'страсть_NOUN']",ai
1173,"['**вы:**_NOUN', 'нет_VERB', 'я_PRON', 'в_ADP', 'активный_ADJ', 'поиске_VERB', 'а_CCONJ', 'вы_PRON', 'женатый_NOUN', 'или_CCONJ', 'замужем_ADV', 'что_SCONJ', 'увлекаться_VERB', 'чем_SCONJ', 'на_ADP', 'жизнь_NOUN', 'зарабатывать_VERB', 'чемуть_VERB', 'активный_NOUN', 'искеый_ADV', 'тоже_PART', 'не_PART', 'женатый_NOUN', 'гик_NOUN', 'я_PRON', 'анимезированный_VERB', '**ва_NOUN', 'любить_VERB', 'готовить_VERB', 'и_CCONJ', 'при_ADP', 'это_PRON', 'слушать_VERB', 'рок_NOUN', 'а_CCONJ', 'вы_PRON', 'какой_DET', 'музыка_NOUN', 'нравиться_VERB']","['я_PRON', 'тоже_PART', 'рок_NOUN', 'металл_NOUN', 'и_CCONJ', 'прочий_ADJ', 'прелесть_NOUN']",people
1174,"['проверять_VERB', 'анализ_NOUN', 'а_CCONJ', 'я_PRON', 'на_ADP', 'диете_NOUN', 'быть_VERB', 'вирус_NOUN', 'зомби_NOUN', '**вы:_NOUN', 'ага_PART']","['но_CCONJ', 'у_ADP', 'я_PRON', 'нет_VERB', 'симптом_NOUN', 'я_PRON', 'не_PART', 'мочь_VERB', 'заражаться_VERB', 'вирус_NOUN', 'зомби_NOUN']",ai
1175,"['**вы:**_X', 'привет_PROPN ', 'привет_VERB', 'как_SCONJ', 'дело_NOUN', 'я_PRON', 'марк_PROPN ', 'приятный_ADJ', 'знакомиться_VERB', 'хороший_ADJ', 'пока_SCONJ', 'еще_ADV', 'наработь_ADV', 'сидеть_VERB', 'а_CCONJ', 'вы_PRON', 'как_ADV', 'что_PRON', 'заниматься_VERB', 'вы_PRON', 'откуда_ADV', 'я_PRON', 'из_ADP', 'москва_PROPN ']","['привет_PROPN ', 'марк_PROPN ', 'я_PRON', 'заниматься_VERB', 'разработка_NOUN', 'программный_ADJ', 'обеспечение_NOUN', 'в_ADP', 'it_PROPN', '-компание_NOUN']",ai
1176,"['да_PART', 'в_ADP', 'основной_ADJ', 'мистик_NOUN', 'какой_DET', 'ваш_DET', 'любимый_ADJ', 'автор_NOUN', 'я_PRON', 'любить_VERB', 'кинг_PROPN ', '**вы:_NOUN', 'мой_DET', 'любимый_ADJ', 'автор_NOUN', 'акутагава_PROPN ', 'и_CCONJ', 'эдогава_PROPN ', 'рампо_PROPN']","['блин_PROPN ', 'я_PRON', 'даже_PART', 'не_PART', 'слышать_VERB', 'о_ADP', 'такой_DET']",people
1177,"['разбивать_VERB', 'лицо_NOUN', 'макгрегора_NOUN', 'я_PRON', 'бесстрашный_ADJ', '*магнагетсколо_ADP', '*магнагетс_NOUN', '😂_SYM']","['ну_PART', 'желать_VERB', 'удача_NOUN', 'хорошо_ADJ', 'подлови_VERB', 'он_PRON', 'когда_SCONJ', 'он_PRON', 'пьяный_ADJ', 'быть_VERB']",people
1178,"['а_CCONJ', 'еще_ADV', 'я_PRON', 'обожать_VERB', 'смотреть_VERB', 'ужастик_NOUN', 'ты_PRON', 'такой_DET', 'смотреть_VERB', 'редко_NOUN', 'что_PRON', 'мочь_VERB', 'советовать_VERB', 'нулевой_ADJ', 'канал_NOUN', 'очень_ADV', 'страшный_ADJ', 'сериалтраница_NOUN', 'x_NUM', 'сезон_NOUN']","['рассказывать_VERB', 'пожалуйста_ADV', 'о_ADP', 'что_PRON', 'он_PRON']",people
1179,"['русский_ADJ', 'или_CCONJ', 'иностранный_ADJ', 'российский_ADJ', 'лучше_VERB', '**вы:_NOUN', 'даже_PART', 'сейчас_ADV', 'не_PART', 'мочь_VERB', 'вспоминать_VERB', 'самый_ADJ', 'интересный_ADJ', 'кстати_ADV', 'смотреть_VERB', 'геошторм_NOUN']","['спасибо_PROPN ', 'за_ADP', 'рекомендация_NOUN', 'обязательно_ADV', 'посмотреть_VERB', 'а_CCONJ', 'я_PRON', 'любить_VERB', 'фильм_NOUN', 'ужас_NOUN', 'особенно_ADV', 'американский_ADJ']",ai
1180,"['**вы:**_NOUN', 'бедолага_PROPN ', 'быть_VERB', 'сестра_NOUN', 'младший_ADJ', 'плюс_ADP', 'я_PRON', 'уже_ADV', 'замужей_NUM', 'у_ADP', 'мы_PRON', 'замечательный_ADJ', 'дочка_NOUN', 'алиса_PROPN ', 'а_CCONJ', 'увлечение_NOUN', 'какой_DET', 'и_CCONJ', 'кстати_ADV', 'муж_NOUN', 'свой_DET', 'очень_ADV', 'любить_VERB', 'везти_NOUN', 'у_ADP', 'я_PRON', 'из_ADP', 'весь_DET', 'общение_NOUN', 'птичка_NOUN', 'на_ADP', 'балконе_NOUN', 'семья_PROPN ', 'и_CCONJ', 'муж_NOUN', 'нет_VERB', 'и_CCONJ', 'работа_NOUN', 'не_PART', 'мочь_VERB', 'находить_VERB', 'вы_PRON', 'давно_ADV', 'вместе_ADV', 'как_SCONJ', 'знакомиться_VERB', 'мой_DET', 'сестра_NOUN', 'тоже_PART', 'с_ADP', 'семья_NOUN', 'не_PART', 'видеться_VERB', 'ты_PRON', 'работать_VERB', '**ва_NOUN', 'x_NUM', 'год_NOUN', 'вместе_ADV', 'знакомиться_VERB', 'через_ADP', 'интернет_NOUN', 'и_CCONJ', 'тамзакрутиться_VERB', 'я_PRON', 'вообще_ADV', 'любить_VERB', 'в_ADP', 'инстаграмм_PROPN', 'лазить_VERB', 'там_ADV', 'и_PART', 'находить_VERB', 'он_PRON']","['о_INTJ', 'я_PRON', 'тоже_PART', 'любить_VERB', 'лазить_VERB', 'в_ADP', 'инстаграмм_PROPN ', 'как_SCONJ', 'здоровый_ADJ', 'что_SCONJ', 'ты_PRON', 'находить_VERB', 'свой_DET', 'муж_NOUN', 'там_ADV']",ai
1181,"['еще_ADV', 'находить_VERB', 'свой_DET', 'счастье_NOUN', 'а_CCONJ', 'я_PRON', 'вот_PART', 'готовить_VERB', 'свой_DET', 'любимымблинчик_NOUN', 'на_ADP', 'завтрак_NOUN', '**собеседник:_NOUN', 'я_PRON', 'нравиться_VERB', 'шоколад_NOUN', 'обожаю_NOUN', 'в_ADP', 'свободный_ADJ', 'время_NOUN', 'я_PRON', 'ездий_NOUN', 'на_ADP', 'свой_DET', 'малышка_NOUN', 'аудить_NOUN', 'р8_NOUN', 'ух_NOUN', '😍_SYM', 'когда_SCONJ', 'нибудь_ADV', 'мочь_VERB', 'прокатываться_VERB', 'вместе_ADV', 'сладкоежка_NOUN', 'значить_ADV', 'одобрять_VERB']","['спасибо_PROPN ', 'насчет_VERB', 'поездка_NOUN', 'я_PRON', 'не_PART', 'против_ADV']",people
1182,"['работать_VERB', 'не_PART', 'понятный_ADJ', 'кто_PRON', 'рисовать_ADJ', 'и_CCONJ', 'отращивать_VERB', 'волосы😅_NOUN', 'я_PRON', 'забивать_VERB', 'на_ADP', 'внешний_ADJ', 'вид_NOUN', 'даже_PART', 'шрам_NOUN', 'не_PART', 'пытаться_VERB', 'скрывать_VERB', 'а_CCONJ', 'он_PRON', 'очень_ADV', 'заметнотец_NOUN', 'как_SCONJ', 'в_ADP', 'гарри::поттер_PROPN ']","['не_PART', 'хотеть_VERB', 'поднимать_VERB', 'этот_DET', 'тема_NOUN']",people
1183,"['и_CCONJ', 'в_ADP', 'жизнь_NOUN', 'и_PART', 'сейчас_ADV', 'я_PRON', 'военный_ADJ', 'продлить_VERB', 'контракт_NOUN', 'после_ADP', 'армия_NOUN', 'сейчас_ADV', 'быть_VERB', 'готовить_VERB', 'вечный_ADJ', 'командировка_NOUN', 'приходитсясамый_ADJ', 'с_ADP', 'еда_NOUN', 'выкручиваться_VERB', 'а_CCONJ', 'вы_PRON', '**вы:_NOUN', 'ого_PROPN ', 'очень_ADV', 'крутой_ADJ', 'а_CCONJ', 'я_PRON', 'очень_ADV', 'любить_VERB', 'ребенок_NOUN', 'поэтому_ADV', 'работаюпросто_ADJ', 'учительница_NOUN', 'математик_PROPN ', 'сейчас_ADV', 'тоже_PART', 'готовить_VERB', 'благо_SCONJ', 'у_ADP', 'я_PRON', 'хорошо_ADV', 'это_PRON', 'получаться_VERB']","['какой_DET', 'блюдо_NOUN', 'сейчас_ADV', 'готовить_VERB']",people
1184,"['очень_ADV', '**собеседник:_NOUN', 'не_PART', 'уставать_VERB', 'после_ADP', 'столько_ADJ', 'час_NOUN', 'работа_NOUN', '**ва_NOUN', 'нет_ADV', 'я_PRON', 'оптимист_NOUN']","['я_PRON', 'любить_VERB', 'свой_DET', 'работа_NOUN', 'и_CCONJ', 'наслаждаться_VERB', 'каждый_ADJ', 'минута_ADJ', 'проводить_VERB', 'на_ADP', 'она_PRON']",ai
1185,"['писать_VERB', 'картина_NOUN', 'и_CCONJ', 'я_PRON', 'безумно_ADV', 'нравиться_VERB', 'чувствовать_VERB', 'эстетикуть_VERB', 'они_PRON', 'творческий_ADJ', 'человек_NOUN', 'обычно_ADV', 'левша_NOUN', 'ты_PRON', 'наверное_ADV', 'левша_NOUN', 'как_ADV', 'и_PART', 'я_PRON', 'увы_ADV', 'и_PART', 'ах_INTJ', 'я_PRON', 'амбидекстр_NOUN', 'это_PRON', 'когда_SCONJ', 'человек_NOUN', 'одновременномочь_VERB', 'быть_AUX', 'и_PART', 'левша_ADJ', 'и_CCONJ', 'правша_ADJ', 'а_CCONJ', 'рисовать_ADJ', 'я_PRON', 'природа_NOUN', 'поэтому_ADV', 'проводить_VERB', 'время_NOUN', 'на_ADP', 'природа_NOUN']","['любить_VERB', 'смотреть_VERB', 'на_ADP', 'облако_NOUN', 'на_ADP', 'закат_NOUN', 'на_ADP', 'звезда_NOUN']",ai
1186,"['я_PRON', 'меломан_NOUN', 'под_ADP', 'настроение_NOUN', 'музыка_NOUN', 'выбирать_VERB', 'а_CCONJ', 'ты_PRON', 'какаямузыка_NOUN', 'нравиться_VERB', '**собеседник:_NOUN', 'тоже_PART', 'меломан_NOUN', 'но_CCONJ', 'больший_ADJ', 'часть_NOUN', 'время_NOUN', 'в_ADP', 'мой_DET', 'наушникахиграть_VERB', 'роцк_ADP', 'а_CCONJ', 'у_ADP', 'ты_PRON', 'быть_VERB', 'какой-нибудь_DET', 'мечта_NOUN']","['мечтать_VERB', 'поехать_VERB', 'в_ADP', 'лондон_PROPN ', 'и_CCONJ', 'видеть_VERB', 'воочию_ADV', 'все_DET', 'культовый_ADJ', 'место_NOUN', 'рок_NOUN']",people
1187,"['ну_PART', 'у_ADP', 'я_PRON', 'в_ADP', 'окружение_NOUN', 'точно_ADV', 'а_CCONJ', 'как_SCONJ', 'ты_PRON', 'фейс_NOUN', 'у_ADP', 'я_PRON', 'кстати_ADV', 'рост_NOUN', 'xxx_NUM', '😬_SYM', 'нетрально_ADJ', 'смотреть_VERB', 'какой_DET', 'трэк_NOUN', 'для_ADP', 'девушка_NOUN', 'хороший_ADJ', 'рост_PRON', '**ва_NOUN', 'ну_PART', 'я_PRON', 'вполне_ADV', 'довольный_ADJ', 'а_CCONJ', 'хобби_NOUN', 'увлечение_NOUN', 'я_PRON', 'вот_PART', 'оригами_NOUN', 'люблю😅_NOUN', 'кстати_ADV', 'некоторый_DET', 'из_ADP', 'мой_DET', 'рост_NOUN', 'говорить_VERB', 'про_ADP', 'баскетбол_NOUN', 'но_CCONJ', 'я_PRON', 'с_ADP', 'школа_NOUN', 'он_PRON', 'ненавижк_NOUN']","['а_CCONJ', 'у_ADP', 'модель_NOUN', 'никогда_ADV', 'не_PART', 'думать_VERB', 'податься_VERB', 'с_ADP', 'такой_DET', 'рост_NOUN', 'сам_ADJ', 'то_PRON']",people
1188,"['я_PRON', 'кстати_ADV', 'увлекаться_VERB', 'фотография_NOUN', 'мочь_VERB', 'поснимать_VERB', 'вашусемь_NOUN', '😉_SYM', 'крутой_ADJ', 'в_ADP', 'какой_DET', 'город_NOUN', 'жить_VERB', 'в_ADP', 'москва_PROPN ', 'а_CCONJ', 'вы_PRON']","['я_PRON', 'жить_VERB', 'в_ADP', 'санкт-петербург_PROPN ', 'москва_PROPN ', 'красивый_ADJ', 'город_NOUN', 'я_PRON', 'нравиться_VERB', 'гулять_VERB', 'по_ADP', 'он_PRON', 'улица_NOUN', 'и_CCONJ', 'наслаждаться_VERB', 'атмосфера_NOUN']",ai
1189,"['самый_ADJ', 'любимый_ADJ', 'это_PRON', 'когда_SCONJ', 'играть_VERB', 'в_ADP', 'футбол_NOUN', 'отдел_NOUN', 'противотдел_VERB', 'весело_ADV', 'у_ADP', 'мы_PRON', 'да_PART', 'хватать_VERB', 'пока_ADV', 'что_PRON', 'а_CCONJ', 'ты_PRON', 'не_PART', 'хотеть_VERB', 'создавать_VERB', 'свой_DET', 'группа_NOUN', 'музыкальный_ADJ', 'корпоративный_ADJ', 'игра_NOUN', 'для_ADP', 'подъем_NOUN', 'дух_NOUN', 'коллектив_NOUN', '-d_PROPN ', 'у_ADP', 'мы_PRON', 'такой_DET', 'не_PART', 'практиковаться_VERB', 'ох_INTJ', 'нет_VERB', 'куда_ADV', 'я_PRON', 'до_ADP', 'группа_NOUN', 'я_PRON', 'никогда_ADV', 'не_PART', 'думать_VERB', 'обэт_NOUN', 'да_CCONJ', 'и_PART', 'вряд_ADV', 'ли_PART', 'потянуть_VERB', 'бы_PART', '**ва_NOUN', 'ну_PART', 'мечтать_VERB', 'не_PART', 'вредный_ADJ', 'вредно_ADV', 'не_PART', 'мечтать_VERB']","['мечта_NOUN', 'это_PRON', 'то_PRON', 'что_SCONJ', 'помогать_VERB', 'мы_PRON', 'достигать_VERB', 'свой_DET', 'цель_NOUN', 'и_CCONJ', 'желание_NOUN']",ai
1190,"['но_CCONJ', 'я_PRON', 'для_ADP', 'ты_PRON', 'очень_ADV', 'старый_ADJ', 'наверное_ADV', 'я_PRON', 'ведь_PART', 'уже_ADV', 'мужыина_NOUN', 'я_PRON', 'быть_AUX', 'в_ADP', 'москвбыть_VERB', 'и_CCONJ', 'как_ADV', 'ты_PRON', 'а_CCONJ', 'у_ADP', 'я_PRON', 'брат_NOUN', 'в_ADP', 'волгоград_PROPN ', 'жить_VERB']","['красивый_ADJ', 'город_NOUN', 'но_CCONJ', 'на_ADP', 'красный_ADJ', 'площадь_NOUN', 'так_ADV', 'и_PART', 'не_PART', 'побывать_VERB', 'брат_PROPN ', 'сколько_ADV', 'у_ADP', 'вы_PRON', 'ребенок_NOUN', 'в_ADP', 'семья_NOUN', 'быть_AUX']",people
